data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,45743692,,51
2022,45743737,,51
2022,45743720,,51
2022,45743683,,51
2022,46149955,,51
2022,45743716,,51
2022,46980632,,51
2022,46980633,,51
2022,46980655,,51
2022,45743687,,51
2022,46149936,,51
2022,45743685,,51
2022,45743734,,51
2022,45743714,,51
2022,45743700,,9
2022,45743701,,51
2022,45743702,,51
2022,45743703,,51
2022,45743696,,51
2022,45743695,,51
2022,45743684,,51
2022,45743710,,51
2022,45743708,,51
2022,50129880,,51
2022,46635831,,51
2022,45743717,,51
2022,45743662,,51
2022,45743663,,51
2022,45743736,,51
2022,45743706,,51
2022,45743654,,51
2022,45743691,,51
2022,45743711,,51
2022,45743722,,51
2022,45743740,,51
2022,45743698,,51
2022,45743680,,51
2022,45743664,,51
2022,45743682,,51
2022,48468190,,51
2022,46980636,,9
2022,46149962,,51
2022,46149958,,51
2022,45743738,,51
2022,45743745,,51
2022,45743728,,51
2022,45743735,,51
2022,45743753,,51
2022,45743732,,51
2022,45743744,,52
2022,46980615,,51
2022,46150117,,51
2022,45743756,,51
2022,45743743,,51
2022,45743750,,3
2022,45743777,,51
2022,45743733,,51
2022,45743718,,51
2022,46980623,,51
2022,46150042,,51
2022,45743739,,51
2022,46150046,,51
2022,45743725,,51
2022,46149994,,3
2022,46150001,,51
2022,46980619,,52
2022,46314605,,51
2022,46150014,,51
2022,45743296,,3
2022,45743785,,9
2022,45743755,,3
2022,48980355,,3
2022,45743768,,3
2022,45743765,,51
2022,46150038,,3
2022,45743752,,51
2022,45743779,,51
2022,45743775,,51
2022,45743751,,9
2022,45743760,,51
2022,45743781,,51
2022,45743813,,51
2022,45743808,,51
2022,45743766,,51
2022,45743771,,3
2022,45743799,,3
2022,45743497,,51
2022,45743773,,51
2022,45743824,,51
2022,45743797,,51
2022,45743769,,51
2022,45743782,,3
2022,45743770,,51
2022,45743801,,51
2022,45743761,,51
2022,46150026,,51
2022,46150039,,51
2022,46635767,,51
2022,45743780,,51
2022,46980707,,51
2022,45743764,,51
2022,45743795,,51
2022,46149987,,51
2022,45743811,,51
2022,45743762,,51
2022,49808241,,51
2022,45743783,,3
2022,45743784,,3
2022,46150059,,3
2022,45743767,,51
2022,45743776,,51
2022,45743778,,51
2022,45743757,,51
2022,45743774,,51
2022,45743816,,51
2022,45743763,,51
2022,45743814,,51
2022,45743815,,51
2022,45743819,,9
2022,45743822,,10
2022,45743812,,51
2022,45743833,,51
2022,45743862,,51
2022,45743879,,51
2022,46980647,,3
2022,46980648,,3
2022,46980649,,3
2022,46980650,,3
2022,46980651,,3
2022,46980652,,3
2022,46980653,,3
2022,46980654,,3
2022,45743828,,51
2022,46314563,,51
2022,46980587,,51
2022,45743831,,3
2022,45743831,,9
2022,45743823,,51
2022,45743853,,9
2022,45743817,,51
2022,45743837,,51
2022,46150068,,51
2022,46980578,,51
2022,47353591,,3
2022,45743878,,51
2022,45743870,,51
2022,45743845,,51
2022,46980598,,4
2022,45743838,,51
2022,46635808,,51
2022,45743839,,52
2022,45743827,,3
2022,45743843,,51
2022,45743869,,51
2022,45743866,,51
2022,46980541,,51
2022,46980564,,51
2022,45743906,,51
2022,46314604,,51
2022,46314544,,51
2022,46314580,,51
2022,46314547,,51
2022,46314548,,51
2022,46314562,,51
2022,45743832,,52
2022,45743854,,51
2022,46150000,,51
2022,46314558,,51
2022,49808184,,9
2022,47764469,,51
2022,46314596,,51
2022,46314579,,3
2022,46150051,,9
2022,46314594,,51
2022,46980554,,51
2022,49812654,,9
2022,45743868,,51
2022,46150053,,51
2022,46150054,,3
2022,45743818,,51
2022,45743804,,51
2022,46314591,,51
2022,45743810,,51
2022,45743876,,51
2022,45743805,,3
2022,45743825,,3
2022,45743826,,51
2022,45743867,,51
2022,45743871,,51
2022,45743912,,3
2022,45743858,,3
2022,45743895,,53
2022,45743902,,51
2022,45743903,,51
2022,45743904,,51
2022,45743872,,51
2022,45743860,,3
2022,45743861,,3
2022,45743901,,51
2022,45743857,,51
2022,45743885,,51
2022,45743863,,51
2022,46980674,,9
2022,45743883,,51
2022,45743884,,51
2022,45743892,,51
2022,45743859,,3
2022,46314570,,9
2022,45743873,,51
2022,45743905,,51
2022,49812649,,51
2022,45743898,,51
2022,45743890,,4
2022,45743893,,3
2022,47353515,,51
2022,45743910,,51
2022,45743874,,51
2022,45743889,,3
2022,46980583,,4
2022,45743888,,3
2022,47764441,,3
2022,46980661,,51
2022,45743877,,3
2022,45743798,,51
2022,46314600,,51
2022,45743960,,51
2022,45743836,,51
2022,45743887,,5
2022,45743875,,3
2022,45743849,,51
2022,46980588,,51
2022,46314572,,51
2022,45742759,,3
2022,45743907,,3
2022,45743909,,51
2022,45743841,,3
2022,45743899,,51
2022,45743897,,3
2022,46980642,,3
2022,45743920,,3
2022,45743911,,3
2022,49808256,,51
2022,45743958,,51
2022,46980664,,51
2022,46150034,,51
2022,45743946,,51
2022,45743923,,51
2022,45743984,,3
2022,45743985,,3
2022,45743986,,3
2022,45743973,,51
2022,45743935,,51
2022,45743936,,51
2022,45743952,,3
2022,45743953,,3
2022,45743954,,3
2022,45743955,,3
2022,45743930,,51
2022,49812652,,9
2022,46150119,,51
2022,46150120,,51
2022,45743937,,52
2022,45743961,,51
2022,45743943,,3
2022,46980607,,51
2022,45743947,,3
2022,45743916,,51
2022,45743917,,51
2022,45743939,,51
2022,45743940,,51
2022,47764454,,3
2022,46980522,,51
2022,46314679,,51
2022,46314616,,51
2022,45743942,,51
2022,45743964,,51
2022,45743908,,51
2022,46980560,,51
2022,45743956,,53
2022,45743914,,51
2022,46980568,,4
2022,46635800,,51
2022,46980606,,51
2022,46150008,,51
2022,48980389,,51
2022,46314671,,51
2022,46150018,,51
2022,49812648,,9
2022,46149985,,51
2022,45743289,,9
2022,50129895,,51
2022,45743957,,51
2022,45743926,,3
2022,45743921,,3
2022,45743918,,51
2022,45743965,,51
2022,45743928,,51
2022,50129910,,51
2022,47353503,,51
2022,47353504,,51
2022,45743969,,51
2022,45743913,,52
2022,46980616,,3
2022,45743945,,51
2022,50129905,,51
2022,46980555,,9
2022,45743982,,51
2022,46150143,,51
2022,45743993,,51
2022,45744003,,51
2022,45744004,,51
2022,45743977,,51
2022,45744015,,51
2022,49808173,,51
2022,45743971,,3
2022,45743972,,3
2022,45744002,,3
2022,46149988,,3
2022,45743934,,51
2022,45743978,,51
2022,46980669,,51
2022,46150022,,51
2022,45744033,,51
2022,46150057,,9
2022,46150041,,51
2022,45744027,,51
2022,46980590,,51
2022,45743959,,51
2022,45744031,,51
2022,45743941,,51
2022,45743980,,51
2022,47764639,,51
2022,46635770,,51
2022,45743989,,52
2022,46150056,,51
2022,46635829,,51
2022,46635777,,51
2022,45743999,,51
2022,45744005,,51
2022,45743991,,51
2022,46635754,,51
2022,45744009,,51
2022,45744010,,3
2022,48980369,,51
2022,45744016,,51
2022,45743996,,51
2022,46314706,,51
2022,45743970,,51
2022,46314643,,3
2022,45743981,,51
2022,46980621,,51
2022,45743976,,51
2022,45743968,,51
2022,45744006,,51
2022,46314653,,3
2022,46314654,,51
2022,45743962,,51
2022,46980640,,51
2022,46980645,,51
2022,46980646,,51
2022,46980540,,51
2022,45744011,,51
2022,46314684,,52
2022,45743950,,3
2022,45743975,,51
2022,45743967,,3
2022,45744000,,9
2022,45743983,,3
2022,45743974,,3
2022,45744017,,3
2022,50129902,,51
2022,46980557,,51
2022,45744012,,9
2022,48468203,,9
2022,45744093,,51
2022,46150009,,51
2022,46150020,,51
2022,45744036,,51
2022,45744087,,51
2022,46150017,,51
2022,46150027,,51
2022,46150004,,51
2022,46980617,,51
2022,46150030,,51
2022,46314667,,51
2022,45744048,,51
2022,45744026,,51
2022,45744038,,51
2022,45744039,,51
2022,50129890,,51
2022,45744063,,9
2022,46150005,,51
2022,46150006,,51
2022,45744007,,3
2022,46150011,,3
2022,46150032,,52
2022,45744032,,51
2022,45744025,,51
2022,47353452,,51
2022,50129896,,51
2022,49808202,,52
2022,46150025,,51
2022,45744111,,9
2022,45744019,,52
2022,45743992,,51
2022,45744059,,51
2022,45743988,,9
2022,45743304,,51
2022,46980639,,51
2022,45744050,,51
2022,45744064,,3
2022,45744062,,51
2022,45743998,,51
2022,46980545,,51
2022,47764443,,51
2022,45743880,,51
2022,45743990,,51
2022,45744051,,51
2022,45743995,,51
2022,45744071,,3
2022,49808145,,51
2022,45744028,,51
2022,46980622,,51
2022,45744088,,3
2022,45744089,,3
2022,45744061,,51
2022,50129903,,51
2022,45743997,,51
2022,45744030,,51
2022,45744090,,51
2022,50129925,,51
2022,45744023,,3
2022,49195511,,51
2022,45744058,,51
2022,46635788,,51
2022,47764440,,51
2022,45744066,,3
2022,46980620,,51
2022,46150043,,3
2022,50129894,,51
2022,46149995,,51
2022,48102127,,51
2022,45744130,,51
2022,45744129,,51
2022,46150033,,9
2022,50129904,,51
2022,45744147,,51
2022,45744072,,51
2022,45744094,,51
2022,45744095,,51
2022,45744096,,51
2022,45744049,,3
2022,46150019,,3
2022,45744104,,3
2022,45744105,,3
2022,45744106,,3
2022,45744108,,3
2022,45744233,,51
2022,46150107,,51
2022,45744046,,51
2022,50129916,,51
2022,45744121,,7
2022,46636328,,51
2022,45744161,,9
2022,45744167,,51
2022,45744070,,3
2022,46150125,,51
2022,45744122,,51
2022,46980523,,9
2022,46150216,,3
2022,46150217,,3
2022,46150218,,51
2022,46150219,,3
2022,46980641,,51
2022,46980670,,51
2022,45744146,,51
2022,45744100,,51
2022,46980660,,51
2022,50129924,,51
2022,45744107,,51
2022,46150098,,51
2022,45744078,,51
2022,45744099,,51
2022,45744118,,9
2022,46314606,,51
2022,46150083,,9
2022,45744165,,3
2022,50129921,,51
2022,46980599,,51
2022,45744079,,51
2022,45744074,,51
2022,46150095,,51
2022,45744092,,52
2022,45744077,,51
2022,46980604,,51
2022,45744073,,51
2022,46150132,,9
2022,45744116,,3
2022,46150124,,3
2022,45744060,,51
2022,45744052,,51
2022,46980576,,51
2022,45744158,,51
2022,45744159,,51
2022,45744160,,51
2022,50129926,,51
2022,46314636,,51
2022,45744080,,3
2022,45744081,,3
2022,45744113,,51
2022,45744195,,52
2022,48468175,,51
2022,45744101,,51
2022,45744076,,51
2022,45744109,,51
2022,45744102,,3
2022,45744065,,51
2022,45744132,,51
2022,45744157,,51
2022,46314607,,51
2022,46980577,,51
2022,45744218,,51
2022,45744219,,51
2022,45744173,,51
2022,46150094,,51
2022,46150080,,51
2022,46150191,,51
2022,48980452,,3
2022,46150103,,9
2022,46150104,,52
2022,46314632,,51
2022,46150118,,51
2022,46314673,,51
2022,46150089,,51
2022,45744114,,3
2022,46150108,,51
2022,45744209,,9
2022,45744236,,51
2022,46150066,,51
2022,45744178,,51
2022,45744169,,51
2022,45744125,,51
2022,45744164,,51
2022,46980547,,51
2022,45744220,,3
2022,45744221,,3
2022,45744224,,3
2022,45744225,,3
2022,46150091,,51
2022,46314658,,51
2022,46314698,,51
2022,46150078,,51
2022,46150082,,51
2022,50129906,,52
2022,46150052,,52
2022,47353458,,51
2022,46150127,,51
2022,46150112,,51
2022,46150090,,51
2022,46150113,,3
2022,50637194,,51
2022,46314715,,3
2022,46150106,,51
2022,48468209,,3
2022,46150086,,51
2022,46150099,,3
2022,46150101,,51
2022,46150100,,51
2022,46150070,,51
2022,46150074,,51
2022,46150077,,51
2022,46150121,,3
2022,46150114,,51
2022,46314683,,52
2022,46980543,,51
2022,46314617,,52
2022,46980544,,51
2022,46149950,,52
2022,46150109,,51
2022,46980686,,51
2022,46150116,,52
2022,46314675,,9
2022,46150156,,51
2022,46150085,,9
2022,46980729,,51
2022,46150126,,51
2022,46150144,,9
2022,46150142,,51
2022,46150181,,51
2022,46149938,,52
2022,46150173,,3
2022,46150151,,3
2022,46150136,,3
2022,46150137,,3
2022,46150150,,9
2022,46150190,,51
2022,46150155,,52
2022,50129908,,51
2022,46314686,,52
2022,49812660,,51
2022,46150159,,51
2022,46150164,,51
2022,46150175,,51
2022,46150148,,51
2022,46150179,,51
2022,46150170,,52
2022,46150170,,53
2022,46150171,,52
2022,46150147,,51
2022,46150146,,52
2022,46150141,,51
2022,46150166,,51
2022,46314625,,51
2022,46150183,,3
2022,46314704,,51
2022,46314705,,51
2022,49812659,,51
2022,46150160,,3
2022,46150182,,51
2022,46150140,,51
2022,46314611,,51
2022,46150192,,3
2022,46150133,,9
2022,46314631,,51
2022,46314647,,51
2022,46314682,,51
2022,46150154,,51
2022,46314666,,51
2022,46150149,,51
2022,46150207,,51
2022,46980548,,51
2022,46980527,,51
2022,46150157,,51
2022,46150161,,51
2022,46150131,,51
2022,46150200,,51
2022,49808259,,3
2022,50129888,,51
2022,50129911,,51
2022,46150206,,51
2022,46150224,,51
2022,49812653,,51
2022,46150194,,3
2022,46150226,,51
2022,50129927,,51
2022,46150262,,52
2022,46980597,,51
2022,46980556,,51
2022,46314681,,51
2022,50129891,,51
2022,46150180,,51
2022,46980830,,51
2022,46150184,,51
2022,49808207,,3
2022,46150213,,51
2022,50131274,,51
2022,46150176,,51
2022,46150163,,51
2022,46314670,,51
2022,46150197,,51
2022,46150174,,51
2022,46150238,,51
2022,46150185,,51
2022,47764481,,51
2022,46980570,,51
2022,46150211,,51
2022,46150177,,51
2022,46980665,,51
2022,46150244,,51
2022,46150186,,3
2022,46150187,,3
2022,46314620,,51
2022,50129918,,51
2022,50129882,,51
2022,46150221,,51
2022,48980362,,52
2022,46150256,,51
2022,46150236,,3
2022,46150215,,51
2022,46150210,,3
2022,46150277,,51
2022,46150276,,51
2022,46150165,,51
2022,46314664,,51
2022,46314665,,3
2022,50129915,,51
2022,46150223,,51
2022,46150241,,51
2022,46150199,,51
2022,46150201,,51
2022,46150245,,51
2022,46150205,,51
2022,46150195,,51
2022,49812651,,51
2022,46150242,,51
2022,46150252,,51
2022,46150275,,51
2022,46150254,,51
2022,47764471,,51
2022,46314626,,51
2022,46150240,,51
2022,46150270,,51
2022,46980708,,51
2022,46150233,,51
2022,46150255,,3
2022,46150278,,51
2022,46150264,,51
2022,46150258,,3
2022,46150257,,51
2022,46150280,,51
2022,46150269,,51
2022,46150228,,51
2022,46980605,,51
2022,46150263,,3
2022,46150225,,3
2022,46150250,,51
2022,46150239,,3
2022,46150272,,51
2022,46150251,,51
2022,46314672,,51
2022,46150296,,3
2022,46150273,,51
2022,46150232,,51
2022,46980559,,51
2022,46150339,,51
2022,46314623,,51
2022,46980573,,51
2022,46150268,,51
2022,46150259,,51
2022,46150288,,51
2022,50129917,,51
2022,46314629,,51
2022,46150222,,51
2022,47764444,,51
2022,46150243,,51
2022,46150248,,3
2022,46314561,,51
2022,46150265,,51
2022,46980637,,51
2022,46150290,,3
2022,46150334,,3
2022,46150364,,3
2022,49808268,,51
2022,46314609,,51
2022,46150322,,51
2022,46150287,,3
2022,46314676,,51
2022,46150317,,51
2022,47353862,,51
2022,46150340,,51
2022,46150344,,51
2022,46150333,,51
2022,46150318,,51
2022,46150285,,51
2022,46150295,,1
2022,46314634,,51
2022,46150303,,51
2022,46150302,,51
2022,46314639,,51
2022,46314703,,51
2022,46314680,,9
2022,46314674,,51
2022,46150291,,51
2022,46150289,,51
2022,46980608,,51
2022,46980549,,51
2022,46150301,,51
2022,46150350,,51
2022,46150328,,51
2022,49812658,,51
2022,46980631,,9
2022,46635812,,51
2022,46150304,,3
2022,46150247,,3
2022,46150286,,51
2022,46150326,,3
2022,50129887,,51
2022,46150343,,3
2022,46314622,,51
2022,46150338,,9
2022,46150229,,51
2022,49808169,,3
2022,46150292,,51
2022,46150316,,51
2022,46635846,,51
2022,46150357,,51
2022,46150267,,51
2022,46150266,,51
2022,47353469,,51
2022,49812650,,51
2022,46150325,,52
2022,46150345,,52
2022,46980627,,51
2022,46980628,,51
2022,46150271,,51
2022,46314640,,51
2022,46980630,,51
2022,46150284,,51
2022,46150297,,51
2022,46150281,,51
2022,46314649,,51
2022,46314650,,3
2022,46150360,,51
2022,46150230,,51
2022,46314614,,51
2022,46314651,,51
2022,46150341,,51
2022,46150358,,51
2022,46150359,,51
2022,46150361,,51
2022,46150362,,51
2022,46150351,,51
2022,49808167,,51
2022,46150348,,51
2022,46150365,,51
2022,46150381,,51
2022,51560157,,51
2022,46150402,,51
2022,46150420,,51
2022,46150313,,51
2022,46150378,,51
2022,46980612,,51
2022,46980600,,51
2022,46150428,,51
2022,46150312,,51
2022,46150419,,51
2022,46150366,,51
2022,46150367,,9
2022,46150379,,51
2022,46314696,,3
2022,46150380,,51
2022,46150354,,51
2022,46150385,,51
2022,46150374,,9
2022,46150375,,9
2022,46150382,,3
2022,46314618,,52
2022,46150319,,51
2022,46150320,,51
2022,46150321,,51
2022,46314692,,51
2022,46150397,,3
2022,46150431,,51
2022,46150432,,51
2022,46150377,,52
2022,46150376,,51
2022,46150363,,51
2022,46150394,,51
2022,46635862,,51
2022,46150311,,9
2022,46150314,,51
2022,46150342,,51
2022,46314661,,51
2022,46635798,,51
2022,46980558,,51
2022,46150369,,51
2022,46150324,,51
2022,46635814,,51
2022,46635815,,3
2022,46635816,,51
2022,46150323,,51
2022,46150346,,51
2022,46150299,,51
2022,46150331,,51
2022,46150370,,51
2022,46150373,,9
2022,46150371,,51
2022,46150393,,52
2022,46150415,,3
2022,46635791,,51
2022,46150449,,51
2022,46314660,,51
2022,46150400,,3
2022,46150438,,51
2022,46636111,,51
2022,46150447,,51
2022,46150416,,51
2022,46150480,,51
2022,46980657,,51
2022,46150455,,51
2022,46150463,,51
2022,46314657,,51
2022,46150434,,51
2022,46150389,,51
2022,46150466,,9
2022,46150423,,51
2022,50637258,,51
2022,50637163,,51
2022,46314713,,51
2022,46150401,,51
2022,46150414,,3
2022,46150457,,51
2022,46150440,,51
2022,46150441,,51
2022,46150386,,51
2022,46150396,,51
2022,46150422,,51
2022,46150483,,51
2022,46314702,,51
2022,46150399,,4
2022,46150477,,51
2022,46150392,,51
2022,46150421,,51
2022,46150395,,51
2022,49808180,,51
2022,46150404,,51
2022,46314695,,51
2022,46150476,,51
2022,46150418,,51
2022,47353507,,51
2022,46980550,,51
2022,46150387,,3
2022,46150425,,3
2022,46150426,,3
2022,46314687,,3
2022,49808159,,3
2022,49808162,,3
2022,46150409,,51
2022,46150403,,51
2022,46150424,,51
2022,46150435,,51
2022,46150439,,51
2022,47764448,,51
2022,46150436,,51
2022,46980532,,51
2022,46150465,,51
2022,47081512,,51
2022,46150475,,51
2022,46635849,,51
2022,46314635,,3
2022,46980709,,51
2022,46150473,,51
2022,46150528,,51
2022,46150462,,3
2022,46150500,,51
2022,49195161,,51
2022,46314615,,3
2022,46150468,,51
2022,46150448,,52
2022,46150451,,3
2022,46150469,,3
2022,46150444,,51
2022,46150460,,51
2022,46150495,,3
2022,46150496,,3
2022,46150497,,51
2022,46635926,,51
2022,46150467,,51
2022,46150507,,51
2022,46980610,,51
2022,46980611,,51
2022,46150458,,51
2022,46150539,,3
2022,46150499,,51
2022,46314678,,51
2022,48980471,,51
2022,46314662,,51
2022,46314663,,51
2022,46980591,,3
2022,46150464,,51
2022,46635807,,51
2022,46150461,,3
2022,46150437,,51
2022,46150445,,3
2022,49812665,,51
2022,48980443,,51
2022,46980603,,51
2022,46150485,,51
2022,46150508,,51
2022,46150509,,51
2022,46150510,,51
2022,46150571,,9
2022,46150486,,51
2022,46150487,,51
2022,50637227,,51
2022,50129920,,51
2022,51101428,,51
2022,51101429,,51
2022,51101430,,51
2022,46314691,,3
2022,50131271,,51
2022,46980561,,51
2022,46980567,,51
2022,46150443,,3
2022,46150553,,3
2022,46150517,,51
2022,46150481,,51
2022,46150531,,51
2022,46150532,,51
2022,46150581,,51
2022,50129919,,51
2022,46150482,,51
2022,46150472,,51
2022,46150544,,3
2022,46314724,,51
2022,46150580,,3
2022,46150542,,51
2022,46150521,,51
2022,46150520,,9
2022,46980834,,51
2022,46150560,,51
2022,46314652,,51
2022,46150561,,51
2022,46150568,,51
2022,46150569,,51
2022,46150570,,51
2022,46150547,,51
2022,46150593,,52
2022,46150551,,51
2022,46980624,,51
2022,46314619,,51
2022,46150536,,51
2022,46150566,,3
2022,46980638,,51
2022,46150513,,51
2022,46314685,,3
2022,46150549,,51
2022,46314642,,3
2022,46635850,,51
2022,46980581,,51
2022,46980552,,3
2022,46635804,,51
2022,46150493,,51
2022,46150505,,51
2022,46980589,,51
2022,46980822,,51
2022,46150540,,51
2022,46150618,,51
2022,50129900,,51
2022,46314669,,9
2022,46314648,,9
2022,46150541,,9
2022,46150555,,51
2022,46150607,,9
2022,48980469,,51
2022,46150596,,51
2022,46150526,,51
2022,46150615,,51
2022,46150565,,9
2022,46150577,,51
2022,46150523,,51
2022,46150567,,3
2022,46150613,,51
2022,46150584,,51
2022,46150530,,51
2022,46150534,,51
2022,50130039,,51
2022,46150557,,51
2022,46635841,,51
2022,46314759,,9
2022,46150599,,51
2022,46150574,,51
2022,46150522,,51
2022,46980767,,51
2022,46314711,,51
2022,46150558,,51
2022,46150548,,51
2022,46150501,,3
2022,48980367,,51
2022,46150512,,51
2022,47353486,,51
2022,46150606,,51
2022,46150562,,3
2022,46150546,,51
2022,46635830,,51
2022,46150492,,51
2022,50129901,,51
2022,46150609,,51
2022,46150635,,3
2022,46150636,,3
2022,46314624,,3
2022,46150586,,3
2022,46314753,,51
2022,46150687,,51
2022,46150657,,51
2022,46150637,,3
2022,46314749,,51
2022,46314750,,3
2022,46314707,,51
2022,46150627,,3
2022,46150634,,51
2022,46981177,,51
2022,46981178,,51
2022,46981179,,51
2022,46150608,,51
2022,46150661,,51
2022,46314719,,51
2022,47764477,,51
2022,46150632,,52
2022,46150576,,9
2022,46150589,,51
2022,46150535,,51
2022,46314717,,3
2022,46314722,,51
2022,46150585,,51
2022,46314751,,3
2022,46150651,,51
2022,46150578,,3
2022,46314712,,9
2022,46150644,,3
2022,46150630,,51
2022,51116073,,51
2022,51116074,,51
2022,46150610,,3
2022,46150601,,51
2022,46980668,,51
2022,46150659,,51
2022,46150602,,51
2022,46150598,,9
2022,50131275,,51
2022,46150600,,51
2022,46150592,,51
2022,46150597,,52
2022,47764451,,51
2022,46314726,,3
2022,46314727,,3
2022,46150664,,51
2022,46150676,,51
2022,46150538,,51
2022,46314757,,51
2022,46150645,,51
2022,49808170,,51
2022,46980682,,51
2022,46150653,,51
2022,47353463,,51
2022,46150582,,51
2022,46150663,,51
2022,46150649,,51
2022,46150588,,51
2022,46150587,,51
2022,46150556,,51
2022,46150594,,51
2022,46314729,,51
2022,46314758,,51
2022,46150623,,51
2022,46150579,,51
2022,46150654,,51
2022,46635839,,51
2022,46150686,,51
2022,46314748,,3
2022,46150683,,3
2022,46150706,,51
2022,46150707,,51
2022,46980751,,51
2022,46150714,,51
2022,46980759,,51
2022,46980725,,51
2022,46150670,,5
2022,46314710,,3
2022,46980747,,51
2022,46150705,,51
2022,46980772,,51
2022,48102198,,51
2022,46150646,,51
2022,49808196,,9
2022,46314725,,5
2022,46314768,,51
2022,46150692,,51
2022,46980718,,51
2022,46980719,,51
2022,46314720,,51
2022,46314731,,51
2022,46150715,,51
2022,46150689,,51
2022,46314760,,51
2022,46150675,,3
2022,46314754,,51
2022,46314723,,52
2022,46150726,,51
2022,46314718,,51
2022,46314730,,9
2022,46150677,,51
2022,50129923,,51
2022,46980713,,51
2022,46980698,,51
2022,46314732,,51
2022,46314752,,51
2022,46150697,,9
2022,46150641,,51
2022,50129907,,51
2022,46314728,,51
2022,46150629,,51
2022,46314763,,51
2022,46314736,,3
2022,46314737,,51
2022,46314738,,51
2022,46314739,,51
2022,46314721,,3
2022,49808250,,51
2022,46980727,,51
2022,46150679,,9
2022,46980703,,51
2022,46980704,,51
2022,46980744,,3
2022,46980736,,3
2022,46980737,,3
2022,46314740,,51
2022,46150695,,51
2022,46314716,,51
2022,46314798,,51
2022,46314799,,51
2022,47353502,,3
2022,46314791,,52
2022,46150650,,51
2022,46150731,,51
2022,46150732,,51
2022,46150621,,51
2022,46980680,,51
2022,46314770,,51
2022,47764456,,51
2022,46150738,,52
2022,49808188,,51
2022,46314797,,9
2022,51101433,,51
2022,46150693,,51
2022,46150702,,51
2022,46150631,,51
2022,46150633,,51
2022,46150696,,51
2022,50129893,,51
2022,46314778,,51
2022,46314788,,51
2022,46314844,,51
2022,46314803,,51
2022,46635867,,51
2022,46314775,,51
2022,46314808,,51
2022,46314801,,9
2022,46980753,,51
2022,46635845,,51
2022,46150628,,9
2022,50129884,,51
2022,46314795,,3
2022,46150626,,51
2022,46314802,,3
2022,46314773,,51
2022,46314793,,5
2022,46314781,,51
2022,46314779,,51
2022,46314764,,3
2022,46314796,,51
2022,46314777,,51
2022,46314782,,51
2022,46314790,,3
2022,48468224,,51
2022,47081626,,51
2022,46314785,,3
2022,46314786,,3
2022,46314787,,51
2022,46314771,,51
2022,46314780,,51
2022,46314776,,51
2022,46314809,,51
2022,46314767,,51
2022,46314783,,51
2022,48468219,,51
2022,46314804,,51
2022,46314805,,51
2022,46314846,,52
2022,46314806,,51
2022,46314831,,51
2022,46314811,,51
2022,50129886,,51
2022,46315099,,51
2022,46314857,,51
2022,46314822,,51
2022,46314828,,51
2022,46314839,,51
2022,46314823,,51
2022,46314815,,51
2022,46314829,,51
2022,46314814,,51
2022,46315100,,51
2022,46314825,,51
2022,46314833,,51
2022,46314827,,3
